ACTOR_ID#ACTOR_GENERO#DIRECTOR_GENERO#DIRECTOR_ID#DIRECTOR_POPULARIDAD#TIEMPO#VOTO_PROMEDIO#PRESUPUESTO#POPULARIDAD_DETALLE#FECHA_PUBLICACION#VOTO_CONTADOR#INGRESOS#GENERO#ANIO#ID_PELICULA#POPULARIDAD#RATING_PROMEDIO
19138#2#2#19138#0,936265#95#4,2#0#3,697232#1990-02-18#20,0#0,0#28#1990#1648#5,733793#3,15360983103
1447559#0#2#44052#0,007647#71#6,1#0#3,290699#2002-12-17#41,0#0,0#16#2002#7037#6,521163#3,88738229755
40256#2#2#41687#1,162536#90#4,5#0#0,319383#1998-09-18#3,0#0,0#28#1998#12765#1,442712#2,47706422018
95329#2#2#30560#0,018315#90#5,4#0#1,264607#1977-07-06#18,0#0,0#12#1977#1651#10,91#2,8670694864
89518#2#1#89610#0,000148#82#6,6#0#0,833447#1914-11-14#14,0#0,0#35#1914#9103#2,38346#2,85064935065
8876#2#2#21315#2,5983#110#6,2#0#0,893766#1996-03-22#9,0#0,0#18#1996#12766#2,994048#3,51604782882
29287#2#2#655#2,394972#99#4,8#0#0,434708#1992-01-01#4,0#0,0#12#1992#7046#1,2196#3,28456292622
1152#2#2#10866#0,799749#110#6,6#4000000#2,559377#1988-12-21#47,0#3468572,0#18#1988#1655#9,236754#3,3299767622
18899#0#1#1620#4,371898#93#6,7#0#1,524946#1994-03-24#24,0#0,0#10749#1994#12768#4,647933#3,48837209302
60503#1#2#1233#3,982652#90#6,4#0#1,886582#2002-12-30#26,0#0,0#35#2002#9108#5,070567#2,97871693524
1469865#2#2#156288#0,0#89#3,5#0#0,258699#1995-01-02#2,0#0,0#80#1995#1657#1,256418#2,42780748663
11435#0#2#2638#0,930401#97#6,9#0#2,306476#1952-09-02#55,0#2000000,0#35#1952#12769#4,419015#3,36377649326
40549#2#2#18156#0,933458#116#5,4#17500000#6,630198#1988-09-13#104,0#25024919,0#35#1988#9109#13,781764#3,47964223735
12964#2#2#6837#2,697222#102#7,0#35000000#4,953642#1976-04-07#103,0#35323292,0#35#1976#1661#10,329606#3,54440660204
21981#2#2#51391#1,177119#102#5,0#28000000#5,84161#2003-03-14#307,0#58795814,0#28#2003#7048#8,460815#3,25624571175
34928#0#2#68122#1,664053#64#7,1#0#3,073212#1998-08-18#55,0#0,0#28#1998#12770#3,929878#3,78479966956
58080#2#2#777#3,15406#98#5,6#0#7,026647#1988-02-25#48,0#0,0#35#1988#7053#9,013797#3,31310861423
34517#2#2#34517#3,499094#94#6,3#1000000#5,625877#1997-09-06#118,0#0,0#35#1998#1665#8,791499#3,317644248
4135#2#2#4135#4,043694#170#6,8#60000000#4,989793#1998-05-14#307,0#186883563,0#18#1998#9110#12,563653#3,53085582531
648#2#2#10430#2,092457#136#6,3#0#3,326349#1990-09-28#41,0#11567449,0#10749#1990#12773#6,066391#3,27460077687
31024#1#1#56881#0,837775#84#5,9#0#7,711865#1995-02-16#88,0#0,0#35#1995#1666#5,147281#3,00099552016
565467#0#0#207057#0,4#85#4,5#0#0,9813#1985-11-15#4,0#0,0#16#1985#7056#2,542852#3,61861861862
1926#2#2#1926#2,349312#114#8,1#0#1,378455#1999-06-14#17,0#0,0#35#1999#7060#3,079264#4,14220877458
35784#0#2#78749#0,297131#149#6,0#0#1,155581#2002-08-08#16,0#0,0#18#2002#1672#1,754704#3,48843930636
15890#2#2#13240#24,78561#110#6,1#25000000#6,469274#1999-03-12#62,0#15156200,0#28#1999#9112#10,385542#3,13811638233
1744#2#2#65505#0,665475#131#7,0#6500000#6,896587#1971-03-12#200,0#12376563,0#878#1971#12774#10,208352#3,62465059399
9789#2#2#2157#6,244575#114#5,3#20000000#6,30694#1980-12-12#158,0#0,0#28#1980#7064#11,841079#3,03012610929
231537#0#2#47098#0,597388#60#7,5#0#0,233729#1999-10-21#2,0#0,0#10402#1999#12779#1,102868#3,68916797488
9577#2#2#3359#1,485802#108#7,5#0#1,460597#1979-04-27#11,0#0,0#35#1979#9113#5,924187#3,38788470933
64141#2#2#15684#1,672069#108#5,9#0#1,68913#2003-08-01#30,0#0,0#18#2003#12781#5,251611#2,88265780731
23677#2#2#3037#3,156791#90#7,1#0#4,067507#1989-08-18#28,0#0,0#35#1989#1678#8,118156#3,49645390071
92073#2#0#151077#0,0468#0#5,7#0#0,107211#2000-01-01#3,0#0,0#99#2000#1679#1,133685#3,88758029979
140286#0#0#52023#0,981126#93#3,0#0#0,702995#2002-09-13#5,0#0,0#35#2002#12782#1,66449#2,49514563107
1300#2#1#6941#6,939948#106#5,2#120000000#8,23519#2003-06-27#961,0#259175788,0#28#2003#7067#11,794104#2,89259721601
31033#2#2#1244#1,987774#93#3,8#0#1,329929#2003-05-15#5,0#0,0#53#2003#1681#1,860778#2,53738317757
50949#2#2#4517#4,485071#103#6,1#0#3,017341#1994-04-29#54,0#0,0#35#1994#9116#4,986687#3,57759941627
564#2#2#10297#8,061473#113#5,9#27000000#2,22451#1998-03-26#45,0#76000000,0#80#1998#7069#4,973417#3,15146032567
34603#2#1#6553#1,100327#175#6,6#0#1,935249#1988-12-07#25,0#201055,0#18#1989#12784#6,181902#3,71207764198
190#2#2#190#4,669244#121#6,4#50000000#9,273118#1997-02-14#231,0#50068310,0#80#1997#1682#12,068267#3,68791649012
2106#2#2#21877#1,141893#79#7,0#3000000#9,996156#1963-12-25#966,0#22182353,0#16#1963#9120#16,903054#3,88596268239
15775#2#1#5823#2,899463#89#5,7#0#0,511175#2003-01-01#14,0#0,0#35#2003#1687#2,665503#3,45725142495
9032#2#2#2387#6,725182#104#6,8#75000000#0,912906#2000-07-13#4290,0#296339527,0#12#2000#12785#1,922322#3,89122291146
57206#1#1#3063#7,29553#93#6,7#4000000#3,500293#1992-09-01#53,0#0,0#10749#1992#7071#5,738564#3,39217134417
18392#2#2#13784#1,288875#91#5,8#0#1,169382#1954-07-09#23,0#0,0#28#1954#9121#3,778626#3,19482758621
94823#0#2#24519#0,52243#81#5,3#0#0,247857#1993-01-28#2,0#0,0#18#1993#1688#1,230182#2,27868852459
129952#2#2#26472#0,716977#90#5,1#0#6,778294#1997-09-09#64,0#0,0#35#1997#12786#12,295492#3,22076788831
10001#2#0#29578#0,000595#82#6,6#0#0,203932#1933-12-25#5,0#0,0#18#1933#9122#1,197569#3,13194444444
2585#2#2#2585#0,955303#140#8,0#0#1,425018#2002-11-29#11,0#0,0#10402#2003#1689#2,012054#3,97411852963
68762#2#2#18181#0,699759#90#4,5#0#1,063373#2002-11-26#4,0#0,0#27#2002#9126#2,184071#2,29032258065
1152#2#2#4512#3,863639#123#7,1#4500000#3,198696#1986-04-23#75,0#0,0#18#1986#12795#6,162377#3,55141058522
69359#2#2#116488#0,026117#167#7,7#0#2,20177#1992-11-06#22,0#0,0#99#1993#7074#2,094913#3,94388777555
992834#0#2#8516#1,207994#72#4,7#0#0,150374#1959-02-17#3,0#0,0#12#1959#7075#1,431032#2,63917525773
17784#2#2#17782#0,695247#91#6,5#0#0,417987#2003-09-12#3,0#0,0#10749#2005#9129#1,16223#3,36591179976
1039408#0#0#1188133#1e-06#101#1,0#0#0,336216#1994-12-02#1,0#0,0#35#1994#7077#1,38246#2,81481481481
8246#2#2#4483#4,300353#134#5,9#75000000#6,952533#1998-02-13#496,0#13100000,0#878#1998#1693#12,158235#3,00040241449
227067#0#2#1896#3,296937#101#4,0#0#2,663196#1999-05-22#5,0#0,0#10770#1999#1694#5,621189#3,64233278956
58094#1#1#112#13,766715#121#6,1#0#3,54066#2001-12-17#35,0#741394,0#18#2001#9136#12,417932#3,50925610449
44765#2#2#11784#0,738102#85#5,7#1100000#6,438626#1988-05-13#88,0#0,0#53#1988#7080#7,566917#2,73043478261
49214#0#0#10921#0,177612#116#7,6#0#3,732583#1939-12-29#34,0#0,0#10749#1939#12800#5,5416#3,504900411
6448#2#2#2876#1,089839#117#6,2#0#1,549396#1985-11-08#21,0#0,0#18#1985#1695#2,22509#2,96850393701
90454#2#2#42802#1,997904#159#5,6#0#0,601362#1999-05-27#8,0#0,0#35#1999#12801#1,834814#2,87974683544
8500#0#2#10922#0,325597#138#6,7#0#0,642539#1955-02-09#10,0#0,0#35#1955#7082#1,903514#3,406676783
144072#0#2#15827#2,160158#86#4,0#0#0,28926#2003-12-15#3,0#0,0#35#2003#9140#1,415447#2,10714285714
32395#1#2#36424#2,101941#105#5,0#0#0,110692#1995-06-04#2,0#0,0#18#1995#1701#1,129115#2,66666666667
52187#2#2#4093#0,520509#78#3,5#0#0,07694#1988-09-26#2,0#0,0#35#1988#9142#1,004763#2,04639175258
88497#0#2#5530#9,725472#88#7,1#0#2,338825#2004-10-24#20,0#0,0#12#2004#1706#2,921062#2,97826086957
189271#0#0#1352179#0,0108#93#5,5#0#0,610575#2000-02-18#2,0#0,0#53#2000#7090#1,350339#2,79166666667
51521#2#1#73641#8e-06#74#6,9#0#3,007117#2004-07-14#21,0#0,0#99#2004#1707#3,667957#3,80183633446
58499#2#2#58499#0,007319#105#6,5#0#2,504931#1974-07-28#42,0#0,0#28#1974#9144#5,068494#4,07500866333
17784#2#2#723#2,325419#108#5,0#12000000#3,698392#1989-10-20#54,0#15942628,0#12#1989#12810#4,078881#3,16546868124
93911#2#1#12214#4,20875#140#6,4#10000000#5,351218#2000-09-23#25,0#5164404,0#18#2000#7091#4,276979#3,06786632391
86439#2#1#2395#2,552573#79#5,7#30000000#6,949687#1998-11-20#154,0#100491683,0#16#1998#9146#7,022484#3,24974200206
85365#0#0#85367#0,032929#76#5,5#0#1,412789#1986-03-21#11,0#0,0#12#1986#9147#2,791988#3,58511548332
42804#2#1#87773#3,849581#188#6,6#0#1,739781#1999-06-18#25,0#0,0#18#1999#12813#3,07069#3,59009483667
228981#2#2#777#3,15406#93#6,7#0#0,401666#2000-02-02#3,0#0,0#35#2000#9149#1,761617#2,82790697674
90223#2#2#11066#1,522863#38#5,7#0#0,275663#1995-10-02#3,0#0,0#99#1995#12816#1,602004#3,11417322835
13848#2#2#13848#1,26867#87#8,1#1#7,002462#1936-02-05#920,0#8500000,0#18#1936#1708#12,057038#3,94705093834
69982#2#2#12217#1,93508#86#5,6#0#0,514157#2001-07-06#11,0#0,0#878#2001#12817#1,950716#2,63803680982
51910#2#2#2963#5,097308#85#4,5#22000000#2,195802#1990-05-25#35,0#0,0#28#1990#9152#5,03727#3,13942857143
13294#2#2#30181#0,532722#126#6,6#0#1,203323#1976-05-17#9,0#0,0#99#1976#12822#1,942446#3,82094081942
6778#2#1#10660#0,713526#117#5,0#25000000#3,010316#1984-08-17#22,0#5778353,0#28#1984#9154#5,680936#2,22747156605
3111#2#1#3130#3,42809#93#5,8#0#0,483471#2002-08-30#4,0#0,0#35#2002#1711#3,681511#2,58468677494
90454#2#2#85881#0,009797#140#4,8#0#0,291138#2001-04-13#4,0#0,0#18#2001#1714#1,310904#2,83695652174
5281#2#0#1654282#0,0#102#6,7#0#0,507611#1997-07-09#12,0#0,0#99#1997#12824#1,456722#3,82924836601
131785#2#1#21596#2,318897#90#6,3#2000000#0,618635#2005-05-09#3,0#0,0#35#2005#1715#1,964041#2,88583509514
100979#2#2#385#1,038196#100#6,8#0#0,954238#1983-11-03#10,0#0,0#27#1983#1716#1,719459#2,99342105263
56205#2#0#1043375#0,171336#70#5,1#0#0,798916#1984-11-30#6,0#0,0#18#1984#7098#1,775311#2,84962406015
1234226#0#2#10361#1,094482#110#0,0#0#0,001677#1995-05-20#0,0#0,0#80#1995#12825#1,002307#2,0701754386
16601#2#2#18702#2,687083#105#3,5#0#1,309316#1997-03-07#11,0#0,0#27#1997#7103#4,096986#2,4347826087
28169#2#2#519#0,430545#89#5,3#19000000#1,341052#1994-04-01#17,0#7411659,0#35#1994#1718#3,988622#3,13293650794
41270#2#2#44222#1,685846#90#0,0#0#0,013142#2002-01-01#0,0#0,0#27#2002#7106#1,006492#1,95724465558
226613#0#2#86974#1,1e-05#90#0,0#0#0,023528#1994-10-04#0,0#0,0#99#1994#9158#1,013245#3,73529411765
87106#2#1#20162#1,57413#91#5,1#0#2,884456#2002-12-13#24,0#261603,0#35#2002#1721#3,677979#2,97232008052
15557#2#2#3896#7,685267#118#6,6#0#5,594307#2004-09-04#136,0#0,0#18#2004#12828#6,848669#3,42126083451
14090#2#1#5823#2,899463#132#6,9#0#7,81848#1982-04-25#91,0#28215453,0#35#1982#7112#9,059971#3,69188264702
124796#2#1#177231#2,59448#94#4,5#0#1,799795#2000-01-01#27,0#0,0#27#2000#1723#2,582251#2,43626570916
64796#2#2#31512#1,241623#92#5,5#0#8,193285#1996-10-25#128,0#0,0#27#1996#12833#6,701526#3,165376216
77003#2#1#47627#3,083587#102#6,2#312000#0,998002#1999-11-28#11,0#1281176,0#35#1999#12837#3,052535#3,140056908
100616#2#0#95479#1,3e-05#94#6,4#0#2,025212#1986-08-22#10,0#2510433,0#28#1986#1732#2,224093#2,55128205128
15810#2#2#24045#4,347903#95#7,2#140000000#10,601899#2002-11-26#1013,0#109578115,0#12#2002#9160#17,266084#3,53859162258
85733#0#2#35780#3,549686#165#4,6#0#1,122027#1998-06-26#6,0#0,0#10769#1998#9167#1,278446#2,57534246575
17309#2#2#17444#0,223093#90#6,1#8000000#5,723043#1988-07-06#101,0#22433275,0#35#1988#12839#8,541052#3,50110011001
71760#0#1#128094#1,7e-05#49#5,4#0#1,247052#2003-12-25#18,0#0,0#12#2003#1734#2,514151#3,27867528271
10586#0#2#18861#0,013205#99#6,2#0#6,695899#1966-10-16#27,0#0,0#35#1966#9169#11,968539#3,59717922257
4610#2#2#16483#4,700017#109#6,2#35000000#4,577737#1991-04-26#131,0#23562716,0#28#1991#7121#6,918638#3,00670640835
21958#2#2#827#3,940671#115#5,7#0#1,598666#1976-06-17#5,0#0,0#80#1976#7123#2,503163#2,49019607843
11770#2#2#6856#7,417372#99#7,1#25000000#7,115733#1986-05-30#753,0#11000000,0#28#1986#12843#11,066215#3,61330169849
4415#2#2#53464#4,5e-05#123#7,7#0#4,569633#1973-12-13#180,0#0,0#35#1974#1735#8,474442#3,63718104496
70250#2#2#15111#3,243556#92#6,6#1500000#6,777324#1988-02-26#379,0#11806119,0#28#1988#7125#10,148504#3,44873009856
17447#0#1#2155#4,665415#111#7,1#7000000#5,58078#2001-07-20#441,0#0,0#35#2001#9170#7,868629#3,47350376388
32919#2#2#7640#0,683099#95#7,4#0#1,50561#1952-06-02#24,0#0,0#10749#1952#1739#2,662888#3,60108630054
19450#2#2#514#6,086679#98#7,2#0#6,826319#1970-09-12#116,0#0,0#18#1970#7127#10,808645#3,68367962755
31310#2#1#113936#0,197568#91#6,7#0#5,229794#1975-01-05#28,0#0,0#28#1975#12845#5,83444#3,14242424242
55790#2#2#13021#1,535998#94#9,0#0#0,106688#2001-08-01#1,0#0,0#28#2001#1740#1,052378#2,73228346457
96318#0#2#5723#6,126226#90#6,4#4000000#2,665187#2002-12-06#34,0#18591272,0#28#2002#7130#3,711033#3,07808022923
82800#2#2#21457#0,570407#90#6,1#0#0,589186#1967-04-05#6,0#1600000,0#35#1967#12853#1,697441#3,61045130641
69567#2#0#36409#2e-06#93#7,4#4000000#12,594419#1979-02-08#468,0#22490039,0#28#1979#1743#9,183784#3,79855612483
1035#0#2#862#1,184154#109#6,5#0#2,346497#1979-02-09#44,0#0,0#80#1979#9178#4,118272#3,01530612245
83716#0#2#83721#1,163182#93#5,0#0#0,452053#2004-04-20#3,0#0,0#35#2004#12856#2,176144#2,55820895522
3180#2#2#7399#5,677173#88#6,0#0#4,324942#1998-09-12#32,0#0,0#18#1998#12860#3,646413#3,19850512776
6159#2#2#31903#3,214686#106#5,9#0#2,850444#1982-07-30#46,0#21095683,0#35#1982#7131#5,368045#3,52035726714
1680227#2#2#2223#1,881557#102#5,6#7000000#7,939269#1989-08-25#56,0#793775,0#12#1989#12861#5,779791#3,62639646661
769#2#2#776#4,981222#105#6,8#15000000#7,798454#1984-11-29#1009,0#316360478,0#28#1984#1744#13,356554#3,82448906909
87356#2#2#35070#5,269354#159#5,8#0#0,479543#1992-06-04#8,0#0,0#53#1992#9181#1,290507#2,74444444444
148119#0#1#13920#1,347337#87#5,6#0#2,360478#1995-01-13#27,0#0,0#28#1995#7134#3,308914#3,51464435146
18356#2#1#18979#6,447518#105#5,8#10000000#6,359374#1991-06-07#108,0#25196249,0#35#1991#12862#7,015078#3,18332172702
1894#2#2#1894#2,367938#100#5,5#0#0,173085#2003-09-12#2,0#18928,0#18#2005#7136#1,627885#2,38524590164
4014#2#1#41381#0,007057#105#5,6#0#1,66764#1994-12-06#14,0#0,0#28#1994#9183#4,444315#2,18095238095
1174031#0#2#21246#2,145802#90#3,8#0#1,470687#1997-01-01#6,0#0,0#28#1997#12863#2,028215#2,57317073171
24318#2#1#14405#3,063898#87#5,8#6000000#0,563184#2001-08-01#5,0#0,0#35#2001#12865#2,009449#2,9209486166
50302#2#2#4165#2,223633#100#6,6#0#7,293176#1947-02-15#27,0#0,0#10749#1947#1749#7,82173#3,38817285823
85547#2#2#2628#2,186374#120#4,8#0#1,615121#2002-07-23#5,0#0,0#80#2002#9185#2,030189#2,6904109589
1435401#0#2#48576#0,029876#122#6,1#0#1,928041#1998-11-14#12,0#0,0#18#1998#1751#2,162154#2,61057692308
2000#0#2#8487#1,86787#97#6,4#0#2,009092#1959-05-29#16,0#0,0#28#1959#7141#2,940811#3,35279903343
92937#2#2#84272#0,000116#0#1,0#0#0,037663#2004-12-31#1,0#0,0#35#2004#9186#1,112308#2,20164609053
53966#2#1#6736#3,117373#98#3,8#0#6,275741#1996-05-02#122,0#3793614,0#28#1996#7142#10,177328#2,35155850792
129719#2#2#4135#4,043694#40#5,0#0#0,280416#2004-04-12#2,0#0,0#99#2004#9187#1,911179#3,11516034985
11505#2#0#21625#1,041235#93#6,9#6500000#6,919931#1984-05-04#467,0#23686027,0#35#1984#1754#8,891486#3,98613894711
129692#2#1#10205#4,078546#90#5,0#0#2,13393#1986-08-13#18,0#0,0#18#1986#7144#2,407927#2,80829015544
21370#2#2#500#10,405151#104#5,7#20000000#5,141126#1988-07-29#338,0#171504781,0#18#1988#9188#18,138875#3,2419620045
39996#2#0#3926#2,747847#128#6,9#0#10,671491#1974-11-24#252,0#27634716,0#18#1974#1756#10,2713#3,74378265413
1749#2#2#1748#3,1194#105#6,4#18000000#5,148348#1984-05-31#456,0#87000000,0#878#1984#7145#9,420425#3,60330752399
1400416#0#2#44865#0,725629#100#6,3#0#0,106867#1978-09-02#3,0#0,0#28#1978#7148#1,112669#3,8
41670#1#1#26467#2,440204#86#5,0#0#2,533503#2002-01-01#11,0#0,0#18#2002#7149#5,816498#3,01335097426
893#2#2#5292#10,681873#116#7,0#53000000#5,610241#1995-05-12#518,0#157387195,0#28#1995#9189#12,042433#3,89163631717
1927#2#1#6913#3,070465#104#5,6#0#3,051868#1991-05-10#53,0#0,0#14#1991#1760#5,685519#3,11938486443
57895#2#2#8447#2,623487#89#6,5#0#0,607563#2000-01-10#7,0#0,0#18#2000#9190#2,083392#3,496
3027#2#1#33487#1,360066#180#6,0#0#8,482449#1995-05-14#163,0#0,0#18#1995#7150#14,099499#3,10957983193
35770#2#2#72118#1,009582#0#6,2#0#0,718206#1991-11-04#5,0#0,0#18#1991#1761#1,733926#3,51260504202
68687#2#2#16475#3,153652#94#5,3#0#0,572131#1989-10-13#3,0#0,0#28#1989#7152#1,525021#2,58823529412
4504#2#2#57119#0,635475#101#5,3#0#5,494243#1996-08-30#29,0#0,0#35#1996#1765#7,129581#3,58637128435
488#2#2#3896#7,685267#195#8,3#22000000#49,482688#1993-11-29#4611,0#321365567,0#18#1993#12870#57,827484#4,45800417239
7312#1#1#22121#0,512875#91#5,6#3500000#4,327191#2004-01-21#93,0#0,0#28#2004#9197#5,529952#2,57729032258
6349#2#1#1204#5,694465#141#6,3#45000000#6,658465#1993-12-16#386,0#195268056,0#18#1993#7155#11,04871#3,71598340362
58209#2#0#73966#0,712#91#4,0#5000000#3,948931#2005-09-06#66,0#0,0#27#2005#1768#6,686305#2,97220579539
3632#2#2#738#7,241844#117#6,0#0#4,250297#1982-04-16#10,0#0,0#35#1982#12873#2,526036#2,54166666667
25165#2#2#8727#0,670778#68#6,8#0#2,11604#1942-12-25#24,0#0,0#28#1942#7159#3,315786#3,70428571429
166073#2#2#19138#0,936265#100#5,4#0#1,602822#1988-02-21#19,0#0,0#28#1988#1769#4,535267#3,06857855362
7767#0#2#8255#1,085263#112#7,0#1500000#6,576472#1974-08-14#92,0#0,0#28#1974#9199#5,796404#3,45551128818
10367#2#0#30364#2,109983#89#5,4#15000000#5,912019#2004-09-12#65,0#1914166,0#35#2004#1771#10,756206#2,61054464064
7623#2#2#2053#3,414221#121#6,9#0#4,950753#1998-12-11#196,0#0,0#18#1998#7163#7,762773#3,4591233126
51000#2#2#50997#1,041269#96#6,9#0#1,807985#1950-07-18#37,0#0,0#12#1950#12875#3,524199#3,68314676617
42309#2#1#78501#1,477645#91#5,1#0#4,607373#1996-04-07#57,0#0,0#10770#1996#9201#6,842909#3,19155590305
85242#2#2#33349#0,000386#90#7,0#0#0,036867#1999-09-16#1,0#0,0#35#1999#12877#1,051068#2,98985801217
95646#2#2#327#2,376107#116#5,0#0#0,164095#1999-06-01#2,0#170832,0#18#1999#7164#1,192233#3,3152639087
590965#0#2#70118#0,000868#94#5,9#0#0,543455#1964-01-01#5,0#0,0#12#1964#1772#1,557011#3,02884615385
81718#2#1#174462#0,000253#82#6,3#5500000#4,389338#2000-03-17#79,0#0,0#14#2000#1776#4,796673#3,20903954802
14678#2#2#21457#0,570407#105#5,4#0#0,965737#1963-04-03#12,0#0,0#35#1963#9202#2,138511#3,65641952984
4610#2#2#707#4,011283#123#5,2#28000000#6,508131#1998-02-05#168,0#14051384,0#10402#1998#7165#14,407788#2,76386357719
60473#2#2#4169#1,258573#57#8,6#0#2,17488#2000-01-01#36,0#0,0#35#2000#7166#2,956246#4,07825457417
1724#2#2#31#9,95803#100#5,9#0#6,313642#1989-07-28#348,0#71079915,0#28#1989#9205#10,813587#3,32111385801
10249#2#2#57755#8,907723#114#5,7#0#5,407818#1998-02-20#29,0#0,0#9648#1998#7169#5,027845#2,92186652198
227393#0#1#27739#8e-06#91#4,1#0#0,580732#1998-10-06#7,0#0,0#27#1998#7171#1,836013#2,36893203883
148849#2#2#24937#0,311994#85#6,8#0#1,102693#1940-03-22#14,0#0,0#35#1940#1778#1,876271#3,53702511269
190#2#2#190#4,669244#115#7,0#0#6,932956#1985-06-28#262,0#41410568,0#10749#1985#9208#12,233851#3,91554641784
6868#2#2#7505#3,219475#127#7,0#0#1,268082#1998-09-05#13,0#0,0#99#1998#1780#2,724263#3,14529147982
11770#2#2#9221#2,400258#101#6,7#3000000#8,173516#1987-10-23#198,0#14182492,0#27#1987#7172#13,248209#3,23430962343
112588#2#2#96989#0,0504#84#7,5#0#0,108273#2002-03-12#2,0#0,0#99#2002#1782#1,077448#2,98387096774
6201#2#1#2227#8,222108#127#7,4#52500000#13,420719#2001-03-09#1393,0#179213434,0#18#2001#12881#20,605206#3,37356842189
83555#0#2#28848#3,352315#90#3,6#0#0,817216#1995-09-15#13,0#0,0#35#1995#9211#3,05641#2,36904761905
47005#2#2#4520#4,148577#92#5,4#0#1,330785#1995-09-07#7,0#0,0#35#1996#7177#2,390646#2,955654102
14674#0#1#19549#0,366883#109#6,8#0#3,867228#1936-12-12#29,0#0,0#18#1936#1784#4,48509#3,6146179402
149859#0#2#11086#3,741189#90#2,5#0#0,074419#2001-06-12#2,0#0,0#28#2001#7178#1,45394#2,30769230769
70914#0#2#10647#0,123915#144#7,1#144#3,413376#1981-04-29#33,0#0,0#18#1981#12885#7,157323#3,42068965517
82255#0#2#2878#4,042229#104#4,0#0#1,301121#1990-03-30#10,0#0,0#35#1990#1786#1,094231#3,34046692607
192#2#2#2047#3,313213#120#0,0#12000000#0,093404#1993-09-16#0,0#212483,0#18#1993#12888#1,052947#2,98214285714
57359#2#0#66107#0,000134#90#5,7#0#1,986668#1985-04-19#16,0#0,0#35#1985#9215#2,561328#3,48266666667
16556#2#2#8949#1,289351#88#6,8#0#2,36728#1975-06-01#36,0#0,0#27#1975#12889#3,340972#3,2439862543
78158#2#1#77165#0,62518#95#6,5#0#2,195666#1966-06-22#38,0#0,0#10751#1966#1790#4,54287#3,8392375472
225967#0#2#6485#2,216633#95#4,0#0#0,144658#2004-01-01#1,0#0,0#28#2004#9219#1,21216#2,41592920354
39819#0#2#1037#3,105441#112#7,2#7000000#5,071779#1995-06-09#119,0#8349430,0#35#1995#12892#8,012976#3,54390881913
1201#2#2#17141#3,134561#112#5,1#0#2,028802#1996-11-01#17,0#0,0#35#1996#9222#3,946381#3,27777777778
31310#2#1#2230#1,415494#94#6,5#500000#4,805479#1974-04-05#53,0#0,0#53#1974#9223#13,097887#3,30343413634
72024#2#1#9781#1,81327#120#6,8#9000000#3,545267#1999-10-22#38,0#34573780,0#18#1999#9224#7,094272#3,57243037467
21869#2#2#8229#0,253473#103#7,5#750000#10,133602#1960-08-17#226,0#0,0#53#1960#12894#12,355709#3,60397182773
101709#2#2#54681#0,028517#88#5,1#0#1,492522#1957-10-11#10,0#0,0#27#1957#7183#1,534866#3,18095238095
4566#2#1#7056#1,828673#108#6,9#0#1,462815#1997-12-27#10,0#0,0#18#1997#9226#1,817577#2,92268041237
252806#2#2#6106#2,021657#92#6,5#0#1,504555#1995-08-18#19,0#0,0#35#1995#7186#3,503041#3,53529411765
10601#2#2#3359#1,485802#138#7,5#0#9,02872#1972-12-10#156,0#0,0#53#1972#9228#13,582823#3,6703465982
26157#2#2#21605#0,792484#116#7,3#0#2,42703#1963-11-01#49,0#0,0#18#1963#7190#8,534694#3,50214592275
3027#2#1#51390#0,251916#104#5,0#21000000#4,680729#1999-03-11#83,0#17762705,0#27#1999#1794#5,303937#3,05799151344
10076#2#2#738#7,241844#117#6,5#9500000#11,061825#1967-06-12#558,0#111584787,0#28#1967#12904#15,391125#3,89590555608
19266#2#0#9811#0,239667#94#5,7#0#1,124934#1973-02-07#21,0#0,0#28#1973#7194#2,9109#3,18867924528
34402#2#2#6777#0,143571#90#6,0#450000#0,148969#1962-07-04#3,0#0,0#35#1962#12906#1,694553#3,8
18209#2#1#24485#0,00089#104#5,6#0#1,956207#2003-08-27#7,0#0,0#18#2003#1796#2,208846#2,76433121019
179609#0#2#8695#0,280269#99#7,2#0#1,336734#1995-10-01#10,0#0,0#10749#1995#7205#1,928184#3,50806451613
18378#0#1#19131#1,302454#98#6,3#0#2,580297#1983-03-25#18,0#0,0#35#1983#9230#2,316584#3,40798226164
57962#2#2#9777#1,202308#94#4,7#20000000#5,854776#2002-10-01#154,0#8586376,0#35#2003#9232#8,088771#2,9595505618
20789#2#0#4885#2,960432#106#7,1#0#1,489386#1996-04-12#16,0#0,0#18#1995#12907#3,024315#3,33536585366
17167#2#1#1796#1,046399#101#6,1#0#6,969426#1995-11-17#156,0#0,0#35#1995#7209#8,178232#3,28091872792
68426#2#2#12248#5,252046#95#7,3#0#1,064379#1958-11-11#12,0#0,0#35#1958#1797#2,458373#3,24641148325
563571#0#0#80735#0,0468#90#7,3#0#0,254717#1987-11-17#5,0#0,0#99#1987#7210#1,483802#3,63340336134
51516#0#2#827#3,802236#96#6,3#0#1,333538#1981-03-06#6,0#0,0#14#1981#12910#1,715281#2,77726574501
23858#2#2#2176#2,678279#100#5,9#0#3,814643#1986-01-10#30,0#6637565,0#878#1986#9233#4,396342#2,95488721805
5696#2#2#2176#2,678279#105#6,2#70000000#11,515323#1999-09-24#286,0#177841558,0#80#1999#12911#14,169755#3,63958662071
